OBJECTID,VAPID,LandmkName,Address,City,State,Zip,Phone,URL,X,Y,LOC,LastCheck,PlaceType,SrcTyp,Src,FIPScode,FIPSname
3916,51139000005245,Page County High School,184 Panther Drive,Shenandoah,VA,22849,540-652-8712,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.60976282,38.56392943,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public High,DOE,51139,Page County
3917,51139000005229,Page County Middle School,198 Panther Drive,Shenandoah,VA,22849,540-652-3400,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.60649093,38.56304324,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Middle,DOE,51139,Page County
3918,51139000012633,Page County Technical Center School,40 Eagle Way,Luray,VA,22835,540-778-7282,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.48608973,38.60137071,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Miscellaneous,DOE,51139,Page County
3919,51139000006752,Shenandoah Elementary School,529 4th Street,Shenandoah,VA,22849,540-652-8621,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.6215891,38.4855458,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51139,Page County
3920,51139000003857,Springfield Elementary School,158 Big Spring Lane,Rileyville,VA,22650,540-743-3750,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.42152215,38.72841494,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51139,Page County
3921,51139000006132,Stanley Elementary School,306 Aylor Grubbs Ave,Stanley,VA,22851,540-778-2612,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.50286726,38.57829935,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51139,Page County
3922,51141000008138,Blue Ridge Elementary School,5135 Ararat Highway,Ararat,VA,24053,276-251-5271,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-80.51029894,36.6002076,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51141,Patrick County
3923,51141000008613,Hardin Reynolds Memorial School School,3597 Dogwood Rd,Critz,VA,24082,276-694-3631,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-80.14551403,36.63119848,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51141,Patrick County
3924,51141000003153,Meadows of Dan Elementary School,3003 Jeb Stuart Hwy,Meadows of Dan,VA,24120,276-952-2424,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-80.40083159,36.73681297,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51141,Patrick County
3925,51141000009751,Patrick County High School,215 Cougar Lane,Stuart,VA,24171,276-694-7137,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-80.27090949,36.62337759,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public High,DOE,51141,Patrick County
3926,51141000009113,Patrick Springs Primary School,75 Elementary Lane,Patrick Springs,VA,24133,276-694-3396,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-80.19951724,36.6432647,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51141,Patrick County
3927,51141000009481,Stuart Elementary School,314 Staples Ave,Stuart,VA,24171,276-694-7139,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-80.27590001,36.64155101,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51141,Patrick County
3928,51141000004324,Woolwine Elementary School,9993 Woolwine Hwy,Woolwine,VA,24185,276-930-2811,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-80.27550579,36.7879916,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51141,Patrick County
3929,51730000009081,Blandford Alternative Center School,816 E. Bank Street,Petersburg,VA,23803,804-862-7196,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-77.39123568,37.23327259,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Miscellaneous,DOE,51730,Petersburg City
3930,51730000000846,Cool Spring Elementary School,1450 Talley Avenue,Petersburg,VA,23803,804-862-7002,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-77.41489231,37.20522811,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51730,Petersburg City
3931,51730000012610,Lakemont Elementary School,51 Gibbons St,Petersburg,VA,23803,804-862-7007,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-77.37239593,37.23563448,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51730,Petersburg City
3932,51730000003608,Local or Regional Jail School,1015 Commerce St,Petersburg,VA,23803,804-861-4563,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-77.42094803,37.22550512,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Combined,DOE,51730,Petersburg City
3933,51730000001130,Petersburg High School,3101 Johnson Road,Petersburg,VA,23805,804-862-7096,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-77.39814728,37.18571162,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public High,DOE,51730,Petersburg City
3934,51730000003126,Pleasants Lane Elementary School,100 Pleasants Lane,Petersburg,VA,23803,804-862-7013,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-77.43157226,37.2124089,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51730,Petersburg City
3935,51730000001100,Vernon Johns Middle School,3101 Homestead Drive,Petersburg,VA,23805,804-862-7020,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-77.395293,37.18673941,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Middle,DOE,51730,Petersburg City
3936,51730000010742,Walnut Hill Elementary School,300 S Boulevard,Petersburg,VA,23805,804-862-7005,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-77.38595984,37.20215436,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51730,Petersburg City
3937,51730000002609,Westview Early Childhood Education Center School,1100 Patterson Street,Petersburg,VA,23803,804-862-7010,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-77.42005667,37.21240084,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51730,Petersburg City
3938,51143000029399,Academy for Engineering & Technology School,956 Woodlawn Academy Rd,Chatham,VA,24531,434-432-8185,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-79.38877729,36.79013005,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Miscellaneous,DOE,51143,Pittsylvania County
3939,51143000029372,Brosville Elementary School,195 Bulldog Ln.,Danville,VA,24541,434-685-7787,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-79.60437366,36.62008626,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51143,Pittsylvania County
3940,51143000029374,Chatham Elementary School,245 Chatham Elementary Lane,Chatham,VA,24531,434-432-6461,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-79.39685609,36.84061681,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51143,Pittsylvania County
3941,51143000029376,Chatham High School,100 Cavalier Cir,Chatham,VA,24531,434-432-8305,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-79.40245816,36.7875481,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public High,DOE,51143,Pittsylvania County
3942,51143000029370,Chatham Middle School,11650 US Highway 29 North,Chatham,VA,24531,434-432-2169,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-79.38757386,36.7622646,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Middle,DOE,51143,Pittsylvania County
3943,51143000029377,Dan River High School,100 Dan River Wildcat Cir,Ringgold,VA,24586,434-822-7081,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-79.30014474,36.66167721,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public High,DOE,51143,Pittsylvania County
3944,51143000029387,Dan River Middle School,100 Dan River Middle School Cir,Ringgold,VA,24586,434-822-6027,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-79.30491766,36.65517116,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Middle,DOE,51143,Pittsylvania County
3945,51143000029382,Gretna Elementary School,302 Franklin Blvd S,Gretna,VA,24557,434-630-1808,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-79.36634589,36.95014974,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51143,Pittsylvania County
3946,51143000029383,Gretna High School,100 Gretna Hawks Circle,Gretna,VA,24557,434-630-1800,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-79.36873305,36.94553344,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public High,DOE,51143,Pittsylvania County
3947,51143000029381,Gretna Middle School,201 Coffey Street,Gretna,VA,24557,434-630-1804,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-79.37329444,36.94610668,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Middle,DOE,51143,Pittsylvania County
3948,51143000029385,John L. Hurt Elementary School,315 Prospect Rd,Hurt,VA,24563,434-630-1812,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-79.2970912,37.09345855,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51143,Pittsylvania County
3949,51143000029386,Kentuck Elementary School,100 Kentuck Elementary Cir,Ringgold,VA,24586,434-822-5944,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-79.30264887,36.65602454,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51143,Pittsylvania County
3950,51143000029389,Mount Airy Elementary School,100 Mt Airy Elementary Cir,Gretna,VA,24557,434-630-1816,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-79.17841378,36.94568792,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51143,Pittsylvania County
3951,51143000029399,Pittsylvania County Schools STEM Academy School,956 Woodlawn Academy Drive,Chatham,VA,24531,434-432-8185,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-79.38877729,36.79013005,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Miscellaneous,DOE,51143,Pittsylvania County
3952,51143000029399,Pittsylvania Regional Alternative School/STEM Academy School,956 Woodlawn Academy Road,Chatham,VA,24531,434-432-8185,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-79.38877729,36.79013005,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Miscellaneous,DOE,51143,Pittsylvania County
3953,51143000029390,Pittsylvania Vocational-Technical Center School,11700 US Highway 29,Chatham,VA,24531,434-432-9416,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-79.38910993,36.76429311,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Miscellaneous,DOE,51143,Pittsylvania County
3954,51143000029393,Southside Elementary School,440 East Witt Rd,Blairs,VA,24527,434-836-0006,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-79.37346922,36.68816278,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51143,Pittsylvania County
3955,51143000029394,Stony Mill Elementary School,100 Stony Mill Elementary Cir,Danville,VA,24541,434-685-7545,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-79.56350043,36.64012602,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51143,Pittsylvania County
3956,51143000029395,Tunstall High School,100 Trojan Cir,Dry Fork,VA,24549,434-724-7111,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-79.52453237,36.66950047,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public High,DOE,51143,Pittsylvania County
3957,51143000029388,Tunstall Middle School,1160 Tunstall High Rd.,Dry Fork,VA,24549,434-724-7086,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-79.52637863,36.66773553,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Middle,DOE,51143,Pittsylvania County
3958,51143000029396,Twin Springs Elementary School,100 Twin Springs Elem Cir,Danville,VA,24540,434-724-2666,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-79.42782895,36.68763217,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51143,Pittsylvania County
3959,51143000029397,Union Hall Elementary School,100 Union Hall Elementary Cir,Chatham,VA,24531,434-724-7010,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-79.54476818,36.76995209,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51143,Pittsylvania County
3960,51143000018785,Victory Academy/Ready for Success School,326 South Main Street,Chatham,VA,24531,434-432-2761,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-79.39703742,36.82011103,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Miscellaneous,DOE,51143,Pittsylvania County
3961,51735000001992,Poquoson Elementary School,1033 Poquoson Ave,Poquoson,VA,23662,757-868-6921,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.36134889,37.13014622,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51735,Poquoson City
3962,51735000001776,Poquoson High School,51 Odd Rd,Poquoson,VA,23662,757-868-7123,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.37989621,37.1288218,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public High,DOE,51735,Poquoson City
3963,51735000001818,Poquoson Middle School,985 Poquoson Ave,Poquoson,VA,23662,757-868-6031,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.36453117,37.12926018,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Middle,DOE,51735,Poquoson City
3964,51735000002470,Poquoson Primary School,19 Odd Rd,Poquoson,VA,23662,757-868-4403,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.37754936,37.13145675,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51735,Poquoson City
3965,99999,Brighton Elementary School,1100 Portsmouth Blvd.,Portsmouth,VA,23704,757-393-8870,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.31073462,36.81979832,AP_NON_EXT,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51740,Portsmouth City
3966,51740000047293,Churchland Academy Elementary School,4061 River Shore Rd,Portsmouth,VA,23703,757-686-2527,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.3812988,36.88166374,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51740,Portsmouth City
3967,51740000024293,Churchland Elementary School,5601 Michael Ln,Portsmouth,VA,23703,757-686-2523,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.38410519,36.85833537,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51740,Portsmouth City
3968,51740000033865,Churchland High School,4301 Cedar Ln,Portsmouth,VA,23703,757-686-2500,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.37175004,36.88074725,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public High,DOE,51740,Portsmouth City
3969,51740000047294,Churchland Middle School,4051 River Shore Rd,Portsmouth,VA,23703,757-686-2512,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.38110316,36.87997595,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Middle,DOE,51740,Portsmouth City
3970,51740000047293,Churchland Preschool Center School,4061 River Shore Road,Portsmouth,VA,23703,757-686-2533,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.3812988,36.88166374,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51740,Portsmouth City
3971,51740000028024,Churchland Primary & Intermediate School,5700 Hedgerow Ln,Portsmouth,VA,23703,757-686-2519,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.38491283,36.89082698,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51740,Portsmouth City
